"","date","temp","rhum","rain","solar","wdspd","wddir","stna","DayNo","irish_rules","dk_daily_spor","dk_infpressure","irish_rules_sensitive"
"1",2018-06-29 00:00:00,14,80,0,0,0,1,"Dunsany",180,0,0,0,0
"2",2018-06-29 01:00:00,13.4,82,0,0,0,13,"Dunsany",180,0,NA,0,0
"3",2018-06-29 02:00:00,12.2,89,0,0,1,18,"Dunsany",180,0,NA,0,0
"4",2018-06-29 03:00:00,11.4,90,0,0.1,1,15,"Dunsany",180,0,NA,0,0
"5",2018-06-29 04:00:00,11.3,91,0,9,2,6,"Dunsany",180,0,NA,0,0
"6",2018-06-29 05:00:00,10.7,91,0,46.1,1,25,"Dunsany",180,0,NA,0,0
"7",2018-06-29 06:00:00,14.8,82,0,95.1,1,26,"Dunsany",180,0,NA,0,0
"8",2018-06-29 07:00:00,18.5,70,0,146.2,6,6,"Dunsany",180,0,NA,0,0
"9",2018-06-29 08:00:00,20.3,63,0,202.7,8,6,"Dunsany",180,0,NA,0,0
"10",2018-06-29 09:00:00,22.2,47,0,254.4,8,6,"Dunsany",180,0,NA,0,0
"11",2018-06-29 10:00:00,23.1,36,0,292,9,6,"Dunsany",180,0,NA,0,0
"12",2018-06-29 11:00:00,24.2,26,0,313,10,10,"Dunsany",180,0,0,0,0
"13",2018-06-29 12:00:00,24.8,27,0,318.1,10,8,"Dunsany",180,0,NA,0,0
"14",2018-06-29 13:00:00,24.9,31,0,311.3,10,9,"Dunsany",180,0,NA,0,0
"15",2018-06-29 14:00:00,24.8,31,0,290.3,10,6,"Dunsany",180,0,NA,0,0
"16",2018-06-29 15:00:00,25.2,29,0,255.3,9,8,"Dunsany",180,0,NA,0,0
"17",2018-06-29 16:00:00,24.5,27,0,209.7,9,8,"Dunsany",180,0,NA,0,0
"18",2018-06-29 17:00:00,23.8,32,0,155.9,9,9,"Dunsany",180,0,NA,0,0
"19",2018-06-29 18:00:00,23.5,32,0,98.2,9,10,"Dunsany",180,0,NA,0,0
"20",2018-06-29 19:00:00,22.7,40,0,46.1,6,8,"Dunsany",180,0,NA,0,0
"21",2018-06-29 20:00:00,21.1,43,0,9.1,5,9,"Dunsany",180,0,NA,0,0
"22",2018-06-29 21:00:00,18,51,0,0.1,5,8,"Dunsany",180,0,NA,0,0
"23",2018-06-29 22:00:00,18.2,45,0,0,8,9,"Dunsany",180,0,NA,0,0
"24",2018-06-29 23:00:00,16.4,56,0,0,5,9,"Dunsany",180,0,NA,0,0
"25",2018-06-30 00:00:00,15.2,63,0,0,2,10,"Dunsany",181,0,NA,0,0
"26",2018-06-30 01:00:00,13.1,73,0,0,2,28,"Dunsany",181,0,NA,0,0
"27",2018-06-30 02:00:00,13,72,0,0,3,3,"Dunsany",181,0,NA,0,0
